StockCode,Name,Description,Price
1536,Mega Man Star Force: Dragon,"Action,Role-Playing (RPG)",27.95
1537,Sonic the Hedgehog,Action,16.95
1538,Harry Potter and the Order of the Phoenix,Action,24.95
1539,Nicktoons: Attack of the Toybots,Action,14.95
1540,WWE Smackdown vs. Raw 2008,Sports,12.95
1541,The Simpsons Game,Action,17.95
1542,DiRT,"Racing / Driving,Simulation,Sports",17.95
1543,Kane & Lynch: Dead Men,Action,14.95
1544,Jam Sessions,"Educational,Simulation",8.95
1545,Monster Hunter Freedom 2,"Action,Strategy",12.95
1546,Shadowrun,Action,12.95
1547,Thrillville: Off the Rails,"Simulation,Strategy",16.95
1548,Tony Hawk's Proving Ground,Sports,12.95
1549,My Word Coach,Educational,15.95
1550,The World Ends With You,"Action,Adventure,Role-Playing (RPG)",17.95
1551,The BIGS,"Action,Simulation,Sports",17.95
1552,NCAA Football 08,Sports,9.95
1553,Final Fantasy Tactics A2: Grimoire of the Rift,"Role-Playing (RPG),Strategy",17.95
1554,Beowulf: The Game,Action,12.95
1555,The Darkness,Action,14.95
1556,Tom Clancy's Ghost Recon: Advanced Warfighter 2...,Action,17.95
1557,Final Fantasy,Role-Playing (RPG),17.95
1558,Lair,Action,19.95
1559,Transformers: The Game,Action,17.95
1560,Command & Conquer 3: Tiberium Wars,Strategy,24.95
1561,Overlord,"Action,Strategy",17.95
1562,Diner Dash,Action,17.95
1563,Medal of Honor: Heroes 2,Action,19.95
1564,MX vs. ATV Untamed,Racing / Driving,17.95
1565,Time Crisis 4,Action,24.95
1566,Dragon Ball Z: Budokai Tenkaichi 3,Action,17.95
1567,Final Fantasy XII: Revenant Wings,"Role-Playing (RPG),Strategy",19.95
1568,SOCOM: U.S. Navy SEALs - Tactical Strike,"Action,Strategy",14.95
1569,Unreal Tournament III,Action,16.95
1570,Bee Movie Game,Action,14.95
1571,Def Jam: Icon,Action,17.95
1572,Transformers: The Game,Action,17.95
1573,TimeShift,Action,12.95
1574,SSX Blur,Sports,17.95
1575,Bleach: The Blade of Fate,Action,17.95
1576,EA Playground,"Racing / Driving,Sports",11.95
1577,Final Fantasy II,Role-Playing (RPG),17.95
1578,The Eye of Judgment,Strategy,12.95
1579,MLB 07: The Show,Sports,9.95
1580,Virtua Fighter 5,Action,14.95
1581,NiGHTS: Journey of Dreams,Action,14.95
1582,Puzzle Quest: Challenge of the Warlords,"Role-Playing (RPG),Strategy",17.95
1583,NBA Live 08,Sports,14.95
1584,Kane & Lynch: Dead Men,Action,19.95
1585,Crash of the Titans,Action,17.95
1586,Harry Potter and the Order of the Phoenix,Action,17.95
1587,SimCity DS,Simulation,14.95
1588,Wario: Master of Disguise,Action,14.95
1589,No More Heroes,"Action,Racing / Driving",17.95
1590,BlackSite: Area 51,Action,17.95
1591,Shrek the Third,Action,14.95
1592,Shrek the Third,Adventure,16.95
1593,Surf's Up,"Racing / Driving,Sports",14.95
1594,MLB 07: The Show,Sports,9.95
1595,TMNT,Action,19.95
1596,Spider-Man: Friend or Foe,Action,17.95
1597,Contra 4,Action,17.95
1598,Phoenix Wright: Ace Attorney - Trials and Tribu...,"Adventure,Simulation",17.95
1599,Disney Pirates of the Caribbean: At World's End,Action,14.95
1600,Dragon Ball Z: Shin Budokai - Another Road,Action,16.95
1601,Spider-Man 3,Action,17.95
1602,The Golden Compass,Action,9.95
1603,Stuntman: Ignition,"Action,Racing / Driving",14.95
1604,Chicken Shoot,Action,12.95
1605,Shrek the Third,Action,16.95
1606,DK: Jungle Climber,"Action,Strategy",24.95
1607,Dragon Quest IV: Chapters of the Chosen,Role-Playing (RPG),24.95
1608,300: March to Glory,Action,14.95
1609,Fire Emblem: Radiant Dawn,"Role-Playing (RPG),Strategy",34.95
1610,The Golden Compass,Action,14.95
1611,Manhunt 2,Action,19.95
1612,NASCAR 08,"Racing / Driving,Sports",12.95
1613,Virtua Tennis 3,Sports,19.95
1614,All-Pro Football 2K8,Sports,7.95
1615,Major League Baseball 2K7,Sports,7.95
1616,The Warriors,Action,17.95
1617,Ghost Rider,Action,16.95
1618,Tony Hawk's Proving Ground,Sports,16.95
1619,Juiced 2: Hot Import Nights,Racing / Driving,14.95
1620,Juiced 2: Hot Import Nights,Racing / Driving,13.95
1621,The Simpsons Game,Action,16.95
1622,Syphon Filter: Logan's Shadow,"Action,Strategy",16.95
1623,Tiger Woods PGA Tour 08,Sports,12.95
1624,Ratatouille,Action,16.95
1625,Trauma Center: New Blood,"Action,Simulation",17.95
1626,Hotel Dusk: Room 215,Adventure,14.95
1627,Mega Man ZX Advent,Action,17.95
1628,Silent Hill: 0rigins,Action,17.95
1629,Harry Potter and the Order of the Phoenix,Action,16.95
1630,NHL 08 ,Sports,9.95
1631,Castlevania: The Dracula X Chronicles,Action,16.95
1632,Tony Hawk's Proving Ground,Sports,13.95
1633,Jeanne d'Arc,"Role-Playing (RPG),Strategy",19.95
1634,BWii: Battalion Wars 2,"Action,Simulation,Strategy",14.95
1635,Battlestations: Midway,"Action,Strategy",17.95
1636,Dragon Ball Z: Harukanaru Densetsu,Strategy,14.95
1637,Touch the Dead,Action,16.95
1638,The Darkness,Action,14.95
1639,Donkey Kong Barrel Blast,Racing / Driving,29.95
1640,The BIGS,"Action,Simulation,Sports",12.95
1641,Armored Core 4,Action,17.95
1642,Etrian Odyssey,Role-Playing (RPG),24.95
1643,Ben 10: Protector of the Earth,Action,16.95
1644,Tom Clancy's Splinter Cell: Double Agent,"Action,Strategy",22.95
1645,Looney Tunes: Acme Arsenal,Action,14.95
1646,Zack & Wiki: Quest for Barbaros' Treasure,Adventure,17.95
1647,Monster Jam,Sports,17.95
1648,Virtua Fighter 5,Action,17.95
1649,Lunar Knights,Action,16.95
1650,Enchanted Arms,Role-Playing (RPG),17.95
1651,F.E.A.R.: First Encounter Assault Recon,Action,17.95
1652,Folklore,"Action,Role-Playing (RPG)",24.95
1653,Juiced 2: Hot Import Nights,Racing / Driving,17.95
1654,The Elder Scrolls IV: Shivering Isles,"Action,Role-Playing (RPG)",24.95
1655,NHL 08,Sports,9.95
1656,NCAA 07 March Madness,Sports,7.95
1657,Rayman Raving Rabbids,Action,16.95
1658,Viva Pi$?ata: Party Animals,Racing / Driving,14.95
1659,Warriors Orochi,"Action,Role-Playing (RPG)",19.95
1660,Luminous Arc,"Role-Playing (RPG),Strategy",24.95
1661,Picross DS,Strategy,17.95
1662,Harry Potter and the Order of the Phoenix,Action,17.95
1663,College Hoops 2K7,Sports,6.95
1664,The BIGS,"Action,Simulation,Sports",22.95
1665,Stuntman: Ignition,"Action,Racing / Driving",16.95
1666,Mortal Kombat: Armageddon,"Action,Racing / Driving",24.95
1667,Def Jam: Icon,Action,16.95
1668,Soulcalibur Legends,Action,16.95
1669,Surf's Up,Sports,16.95
1670,Planet Puzzle League,Strategy,17.95
1671,DiRT,"Racing / Driving,Simulation,Sports",17.95
1672,TMNT,Action,17.95
1673,Soldier of Fortune: Payback,Action,13.95
1674,Dynasty Warriors: Gundam,Action,22.95
1675,Disney Pirates of the Caribbean: At World's End,Action,14.95
1676,Bee Movie Game,Action,12.95
1677,Dynasty Warriors: Gundam,Action,22.95
1678,Golden Axe,Action,14.95
1679,Dementium: The Ward,Action,17.95
1680,Rondo of Swords,"Role-Playing (RPG),Strategy",19.95
1681,Disgaea: Afternoon of Darkness,"Role-Playing (RPG),Strategy",17.95
1682,NASCAR 08,"Racing / Driving,Sports",14.95
1683,Dragon Quest Swords: The Masked Queen and the T...,Action,16.95
1684,Call of Juarez,Action,14.95
1685,College Hoops 2K8,Sports,9.95
1686,Eternal Sonata,Role-Playing (RPG),27.95
1687,Kingdom Under Fire: Circle of Doom,"Action,Role-Playing (RPG)",14.95
1688,Vampire Rain,Action,11.95
1689,All-Pro Football 2K8,Sports,9.95
1690,Mercury Meltdown,Strategy,12.95
1691,Conan,"Action,Adventure",17.95
1692,Godzilla: Unleashed,Action,24.95
1693,NBA Live 08,Sports,14.95
1694,Conan,"Action,Adventure",14.95
1695,Spider-Man: Friend or Foe,Action,17.95
1696,College Hoops 2K8,Sports,12.95
1697,NBA 08,Sports,9.95
1698,Thrillville: Off the Rails,"Simulation,Strategy",17.95
1699,Geometry Wars: Galaxies,Action,14.95
1700,Rayman Raving Rabbids,Action,17.95
1701,WordJong,Strategy,17.95
1702,"Warhammer 40,000: Squad Command",Strategy,17.95
1703,Beowulf: The Game,Action,12.95
1704,The Golden Compass,Action,12.95
1705,Scarface: The World is Yours,"Action,Racing / Driving",22.95
1706,Hot Wheels: Beat That!,"Action,Racing / Driving",19.95
1707,NHL 2K8 ,Sports,6.95
1708,NBA Street Homecourt,Sports,14.95
1709,Geometry Wars: Galaxies,Action,16.95
1710,Final Fantasy: Crystal Chronicles - Echoes of Time,Action,24.95
1711,Godzilla Unleashed: Double Smash,Action,17.95
1712,MX vs. ATV Untamed,Racing / Driving,17.95
1713,WWE SmackDown vs. Raw 2008,Sports,14.95
1714,The BIGS,"Action,Simulation,Sports",16.95
1715,Brave Story: New Traveler,Role-Playing (RPG),17.95
1716,WipEout Pulse,"Action,Racing / Driving",16.95
1717,TimeShift,Action,16.95
1718,Star Trek: Conquest,"Action,Strategy",27.95
1719,Beautiful Katamari,Action,17.95
1720,Hour of Victory,Action,12.95
1721,Fantastic Four: Rise of the Silver Surfer,Action,14.95
1722,SEGA Rally Revo,"Racing / Driving,Simulation",14.95
1723,7 Wonders of the Ancient World,Strategy,17.95
1724,Draglade,Action,16.95
1725,Final Fantasy Fables: Chocobo Tales,Action,17.95
1726,Marvel Trading Card Game,Strategy,16.95
1727,Crazy Taxi: Fare Wars,"Action,Racing / Driving",17.95
1728,The Golden Compass,Action,14.95
1729,Harry Potter and the Order of the Phoenix,Action,16.95
1730,Bladestorm: The Hundred Years' War,"Action,Role-Playing (RPG),Strategy",44.95
1731,Surf's Up,Sports,17.95
1732,Blazing Angels 2: Secret Missions of WWII,Action,16.95
1733,InuYasha: Secret of the Divine Jewel,Role-Playing (RPG),24.95
1734,The Settlers,Strategy,17.95
1735,Shrek the Third,Action,22.95
1736,Ratatouille,Action,17.95
1737,Soldier of Fortune: Payback,Action,14.95
1738,Heatseeker,Action,17.95
1739,NHL 2K8,Sports,9.95
1740,NCAA March Madness 08,Sports,12.95
1741,Fantastic Four: Rise of the Silver Surfer,Action,14.95
1742,Monster Madness: Battle for Suburbia,Action,14.95
1743,Pro Evolution Soccer 2008,Sports,14.95
1744,Blazing Angels 2: Secret Missions of WWII,Action,22.95
1745,Cake Mania,Action,16.95
1746,River King: Mystic Valley,"Adventure,Simulation,Sports",24.95
1747,Touch Detective 2 1/2,Adventure,14.95
1748,7 Wonders of the Ancient World,Strategy,17.95
1749,Brooktown High,Simulation,16.95
1750,Crush,Action,16.95
1751,Jackass: The Game,Action,17.95
1752,The Sims 2: Castaway,Simulation,17.95
1753,Test Drive Unlimited,Racing / Driving,17.95
1754,Thrillville: Off the Rails,"Simulation,Strategy",16.95
1755,Victorious Boxers: Revolution,"Action,Simulation,Sports",24.95
1756,Bladestorm: The Hundred Years' War,"Action,Role-Playing (RPG),Strategy",34.95
1757,Looney Tunes: Acme Arsenal,Action,17.95
1758,SEGA Rally Revo,"Racing / Driving,Simulation",16.95
1759,Death Jr. and the Science Fair of Doom,Action,12.95
1760,Indianapolis 500 Legends,Racing / Driving,16.95
1761,Worms: Open Warfare 2,"Action,Strategy",17.95
1762,Alien Syndrome,Action,12.95
1763,BlackSite: Area 51,Action,17.95
1764,Code Lyoko: Quest for Infinity,Action,17.95
1765,Super Swing Golf Season 2,Sports,19.95
1766,FlatOut: Ultimate Carnage,Racing / Driving,16.95
1767,Zoids Assault,"Role-Playing (RPG),Strategy",17.95
1768,Alien Syndrome,Action,12.95
1769,Tetris Evolution,Strategy,17.95
1770,Heroes of Mana,Strategy,24.95
1771,Myst,Adventure,24.95
1772,Coded Arms: Contagion,Action,14.95
1773,King of Clubs,Sports,14.95
1774,F.E.A.R. Files,Action,17.95
1775,Ontamarama,Action,17.95
1776,Retro Game Challenge,"Action,Racing / Driving,Role-Playing (RPG)",17.95
1777,Ultimate Mortal Kombat 3,Action,23.95
1778,"Warhammer 40,000: Squad Command",Strategy,17.95
1779,Juiced 2: Hot Import Nights,Racing / Driving,16.95
1780,Pursuit Force: Extreme Justice,"Action,Racing / Driving",14.95
1781,Medal of Honor: Vanguard,Action,17.95
1782,World Series of Poker 2008: Battle for the Brac...,Simulation,19.95
1783,Pro Evolution Soccer 2008,Sports,17.95
1784,Worms: Open Warfare 2,"Action,Strategy",17.95
1785,Surf's Up,Sports,17.95
1786,Fantastic Four: Rise of the Silver Surfer,Action,12.95
1787,Brothers in Arms DS,Action,17.95
1788,Bubble Bobble Double Shot,Action,17.95
1789,Fantastic Four: Rise of the Silver Surfer,Action,14.95
1790,Zendoku,"Role-Playing (RPG),Strategy",16.95
1791,Heatseeker,Action,12.95
1792,Manhunt 2,Action,7.95
1793,SWAT: Target Liberty,"Action,Strategy",12.95
1794,Anubis II,Action,9.95
1795,Barnyard,"Action,Adventure",17.95
1796,Escape from Bug Island,Action,14.95
1797,Octomania,"Action,Strategy",14.95
1798,Cabela's Big Game Hunter,"Simulation,Sports",19.95
1799,UEFA Champions League 2006-2007,Sports,6.95
1800,Aliens Vs Predator: Requiem,Action,17.95
1801,NBA 08,Sports,7.95
1802,Guilty Gear XX ? Core,Action,24.95
1803,Arkanoid DS,Strategy,16.95
1804,Code Lyoko,"Action,Adventure",11.95
1805,Dynasty Warriors DS: Fighter's Battle,"Action,Strategy",14.95
1806,Orcs & Elves,"Action,Role-Playing (RPG)",14.95
1807,Prism: Light the Way,"Action,Strategy",16.95
1808,Dead Head Fred,Action,12.95
1809,Hot Pixel,Action,8.95
1810,The Legend of Heroes III: Song of the Ocean,Role-Playing (RPG),17.95
1811,SEGA Rally Revo,"Racing / Driving,Simulation",16.95
1812,Bionicle Heroes,Action,17.95
1813,Burnout Dominator,"Action,Racing / Driving",17.95
1814,Samurai Warriors 2: Empires,"Action,Role-Playing (RPG),Strategy",19.95
1815,Meteos: Disney Magic,Strategy,12.95
1816,Turn It Around,"Racing / Driving,Sports",9.95
1817,Cube,Strategy,17.95
1818,Dragoneer's Aria,Role-Playing (RPG),24.95
1819,The Fast and the Furious,Racing / Driving,22.95
1820,R-Type Command,Strategy,14.95
1821,Virtua Tennis 3,Sports,16.95
1822,Virtua Tennis 3,Sports,14.95
1823,Front Mission,Strategy,17.95
1824,Lost in Blue 2,Role-Playing (RPG),17.95
1825,Nervous Brickdown,Action,17.95
1826,Sea Monsters: A Prehistoric Adventure,"Action,Educational",13.95
1827,After Burner: Black Falcon,Action,19.95
1828,Capcom Puzzle World,Strategy,19.95
1829,Puzzle Quest: Challenge of the Warlords,"Role-Playing (RPG),Strategy",17.95
1830,Smash Court Tennis 3,Sports,19.95
1831,UEFA Champions League 2006-2007,Sports,14.95
1832,Driver: Parallel Lines,"Action,Racing / Driving",24.95
1833,Mario Kart Wii,Racing / Driving,29.95
1834,Grand Theft Auto IV,"Action,Racing / Driving",24.95
1835,Super Smash Bros.: Brawl,Action,39.95
1836,Call of Duty: World at War,Action,29.95
1837,Grand Theft Auto IV,"Action,Racing / Driving",24.95
1838,Gears of War 2,Action,24.95
1839,Pokmon: Platinum Version,"Adventure,Role-Playing (RPG)",27.95
1840,Metal Gear Solid 4: Guns of the Patriots,Action,22.95
1841,Fable II,Role-Playing (RPG),17.95
1842,Call of Duty: World at War,Action,29.95
1843,Guitar Hero: World Tour,"Action,Simulation",17.95
1844,LittleBigPlanet,Action,24.95
1845,Fallout 3,"Action,Role-Playing (RPG)",17.95
1846,LEGO Indiana Jones: The Original Adventures,Action,9.95
1847,Left 4 Dead,Action,19.95
1848,Madden NFL 09,Sports,14.95
1849,Guitar Hero: On Tour,"Action,Simulation",14.95
1850,Kung Fu Panda,Action,9.95
1851,Rock Band 2,"Action,Simulation",19.95
1852,Sega Superstars Tennis,Sports,9.95
1853,Guitar Hero: World Tour,"Action,Simulation",16.95
1854,Animal Crossing: City Folk,Simulation,29.95
1855,Mario & Sonic at the Olympic Games,"Action,Sports",24.95
1856,Madden NFL 09,Sports,14.95
1857,LEGO Batman: The Videogame,Action,14.95
1858,Tom Clancy's Rainbow Six: Vegas 2,Action,16.95
1859,Kirby Super Star Ultra,Action,24.95
1860,Star Wars: The Force Unleashed,Action,16.95
1861,God of War: Chains of Olympus,Action,17.95
1862,Fallout 3,"Action,Role-Playing (RPG)",17.95
1863,Pure,"Racing / Driving,Sports",12.95
1864,LEGO Indiana Jones: The Original Adventures,Action,16.95
1865,Rock Band,"Action,Simulation",17.95
1866,LEGO Batman: The Videogame,"Action,Racing / Driving",17.95
1867,Saints Row 2,"Action,Racing / Driving",17.95
1868,LEGO Batman: The Videogame,Action,17.95
1869,Call of Duty: World at War,Action,29.95
1870,Midnight Club: Los Angeles,Racing / Driving,22.95
1871,Mortal Kombat vs. DC Universe,Action,24.95
1872,Army of Two,Action,16.95
1873,Resistance 2,Action,24.95
1874,Rock Band 2,"Action,Simulation",24.95
1875,Midnight Club: Los Angeles,Racing / Driving,22.95
1876,Sonic Unleashed,Action,17.95
1877,NBA 2K9 ,Sports,12.95
1878,Guitar Hero: World Tour,"Action,Simulation",17.95
1879,Guitar Hero: Aerosmith,"Action,Simulation",14.95
1880,Star Wars: The Force Unleashed,Action,14.95
1881,Burnout Paradise,"Action,Racing / Driving",17.95
1882,Pokmon Ranger: Shadows of Almia,"Action,Role-Playing (RPG)",24.95
1883,Mortal Kombat vs. DC Universe,Action,24.95
1884,Dead Space,Action,17.95
1885,Shaun White Snowboarding: Road Trip,Sports,14.95
1886,Star Wars: The Force Unleashed,Action,17.95
1887,Guitar Hero: Aerosmith,"Action,Simulation",9.95
1888,SOCOM: U.S. Navy SEALs - Confrontation,Action,16.95
1889,SoulCalibur IV,Action,19.95
1890,Battlefield: Bad Company,Action,16.95
1891,Saints Row 2,"Action,Racing / Driving",17.95
1892,Guitar Hero: On Tour - Decades,"Action,Simulation",17.95
1893,Devil May Cry 4,Action,17.95
1894,Mystery Case Files: MillionHeir,Adventure,17.95
1895,Battlefield: Bad Company,Action,17.95
1896,Army of Two,Action,16.95
1897,Rayman Raving Rabbids TV Party,"Action,Racing / Driving,Sports,Strategy",17.95
1898,The House of the Dead 2 & 3 Return,Action,17.95
1899,Far Cry 2,Action,19.95
1900,Boom Blox,"Action,Strategy",24.95
1901,Spore Creatures,"Adventure,Simulation",14.95
1902,Madden NFL 09,Sports,14.95
1903,NCAA Football 09,Sports,14.95
1904,MLB 08: The Show,Sports,12.95
1905,Tom Clancy's Rainbow Six: Vegas 2,Action,24.95
1906,Mercenaries 2: World in Flames,Action,14.95
1907,Need for Speed: Undercover,Racing / Driving,17.95
1908,Guitar Hero: Aerosmith,"Action,Simulation",14.95
1909,SoulCalibur IV,Action,22.95
1910,Valkyria Chronicles,"Action,Role-Playing (RPG),Strategy",24.95
1911,Harvest Moon: Tree of Tranquility,"Role-Playing (RPG),Simulation",34.95
1912,Star Wars: The Clone Wars - Jedi Alliance,"Action,Adventure",17.95
1913,Need for Speed: Undercover,Racing / Driving,17.95
1914,Wario Land: Shake It!,Action,19.95
1915,NBA 2K9,Sports,14.95
1916,Major League Baseball 2K9,Sports,14.95
1917,NCAA Football 09,Sports,14.95
1918,Kung Fu Panda,Action,17.95
1919,Devil May Cry 4,Action,19.95
1920,Tom Clancy's EndWar,Strategy,16.95
1921,LEGO Batman: The Videogame,Action,17.95
1922,BioShock,Action,17.95
1923,Bully: Scholarship Edition,"Action,Adventure",17.95
1924,Prince of Persia,Action,16.95
1925,Kung Fu Panda,Action,16.95
1926,Sonic Chronicles: The Dark Brotherhood,"Action,Role-Playing (RPG)",17.95
1927,Chrono Trigger,Role-Playing (RPG),17.95
1928,Tomb Raider: Underworld,Action,17.95
1929,skate it,"Action,Sports",39.95
1930,The Legendary Starfy,"Action,Adventure",24.95
1931,Mirror's Edge,Action,14.95
1932,Haze,Action,12.95
1933,Dissidia: Final Fantasy,"Action,Role-Playing (RPG)",17.95
1934,Sid Meier's Civilization: Revolution,Strategy,24.95
1935,Wall-E,Action,17.95
1936,Prince of Persia,Action,17.95
1937,NHL 09 ,Sports,14.95
1938,Brothers in Arms: Hell's Highway,Action,17.95
1939,Shaun White Snowboarding,Sports,14.95
1940,Turok,Action,14.95
1941,Iron Man,Action,16.95
1942,De Blob,Action,16.95
1943,Sonic Riders: Zero Gravity,Racing / Driving,16.95
1944,Rhythm Heaven,Action,24.95
1945,Tomb Raider: Underworld,Action,17.95
1946,Advance Wars: Days of Ruin,Strategy,17.95
1947,LEGO Batman: The Videogame,Action,17.95
1948,Far Cry 2,Action,19.95
1949,Harvest Moon: Island of Happiness,"Simulation,Strategy",24.95
1950,Brothers in Arms: Hell's Highway,Action,19.95
1951,Sonic Unleashed,"Action,Adventure",17.95
1952,Pinball Hall of Fame: The Williams Collection,Simulation,17.95
1953,Sonic Unleashed,"Action,Adventure",17.95
1954,Samba de Amigo,Action,12.95
1955,?kami,Action,17.95
1956,LEGO Indiana Jones: The Original Adventures,Action,17.95
1957,MotorStorm: Pacific Rift,"Action,Racing / Driving,Sports",29.95
1958,Tiger Woods PGA Tour 09,Sports,19.95
1959,SimCity Creator,Simulation,24.95
1960,Tiger Woods PGA Tour 09,Sports,19.95
1961,Sid Meier's Civilization: Revolution,"Simulation,Strategy",17.95
1962,Pure,"Racing / Driving,Sports",17.95
1963,Turok,Action,16.95
1964,Crash: Mind over Mutant,Action,17.95
1965,Spider-Man: Web of Shadows,Action,19.95
1966,Frontlines: Fuel of War,Action,14.95
1967,GRID,"Racing / Driving,Simulation,Sports",19.95
1968,Too Human,"Action,Role-Playing (RPG)",14.95
1969,Speed Racer: The Videogame,Racing / Driving,16.95
1970,LEGO Indiana Jones: The Original Adventures,Action,17.95
1971,SEGA Bass Fishing,Sports,17.95
1972,The Chronicles of Narnia: Prince Caspian,"Action,Role-Playing (RPG)",16.95
1973,Iron Man,Action,14.95
1974,The Sims 2: Apartment Pets,Simulation,17.95
1975,MLB 08: The Show,Sports,14.95
1976,Iron Man,Action,17.95
1977,Madagascar: Escape 2 Africa,"Action,Adventure",17.95
1978,GRID,"Racing / Driving,Simulation,Sports",24.95
1979,NHL 09,Sports,19.95
1980,Banjo-Kazooie: Nuts & Bolts,"Action,Adventure,Racing / Driving,Sports",17.95
1981,Hot Shots Golf: Out of Bounds,Sports,34.95
1982,Rune Factory 2: A Fantasy Harvest Moon,"Action,Role-Playing (RPG),Simulation",17.95
1983,SimCity Creator,Simulation,17.95
1984,Patapon,"Action,Strategy",17.95
1985,Shaun White Snowboarding,Sports,15.95
1986,Iron Man,Action,17.95
1987,Sega Superstars Tennis,Sports,14.95
1988,Lost Planet: Extreme Condition,Action,16.95
1989,Mirror's Edge,Action,14.95
1990,The Incredible Hulk,Action,16.95
1991,Condemned 2: Bloodshot,"Action,Adventure",14.95
1992,Sega Superstars Tennis,Sports,12.95
1993,Speed Racer: The Videogame,Racing / Driving,17.95
1994,Viva Pi$?ata: Pocket Paradise,"Simulation,Strategy",17.95
1995,Tom Clancy's EndWar,Strategy,17.95
1996,Iron Man,Action,17.95
1997,Need for Speed: Undercover,Racing / Driving,27.95
1998,Wall-E,Action,14.95
1999,Spectrobes: Beyond the Portals,"Action,Role-Playing (RPG)",11.95
2000,MX vs. ATV Untamed,Educational,16.95
2001,Mercenaries 2: World in Flames,Action,15.95
2002,Infinite Undiscovery,"Action,Role-Playing (RPG)",17.95
2003,TNA iMPACT!,Sports,14.95
2004,Enemy Territory: Quake Wars,Action,14.95
2005,Fire Emblem: Shadow Dragon,"Role-Playing (RPG),Strategy",19.95
2006,Neopets Puzzle Adventure,"Adventure,Role-Playing (RPG),Strategy",17.95
2007,Tales of Vesperia,"Adventure,Role-Playing (RPG)",27.95
2008,SingStar ABBA,Action,17.95
2009,Dragon Ball Z: Burst Limit,Action,17.95
2010,Apollo Justice: Ace Attorney,"Adventure,Simulation",24.95
2011,Castlevania: Order of Ecclesia,"Action,Adventure,Role-Playing (RPG)",24.95
2012,Mega Man Star Force 2: Zerker X Ninja,"Action,Role-Playing (RPG)",17.95
2013,Enemy Territory: Quake Wars,Action,16.95
2014,Namco Museum: Virtual Arcade,"Action,Racing / Driving",17.95
2015,NASCAR 09,"Racing / Driving,Sports",19.95
2016,Turning Point: Fall of Liberty,Action,7.95
2017,Summer Athletics 2009,Sports,19.95
2018,Unreal Tournament III,Action,14.95
2019,Shaun White Snowboarding,"Racing / Driving,Sports",16.95
2020,Dark Sector,Action,14.95
2021,The Last Remnant,Role-Playing (RPG),14.95
2022,Dragon Ball Z: Burst Limit,Action,19.95
2023,NASCAR 09,"Racing / Driving,Sports",22.95
2024,Turning Point: Fall of Liberty,Action,7.95
2025,MX vs. ATV Untamed,Racing / Driving,24.95
2026,Crash: Mind over Mutant,Action,24.95
2027,The Incredible Hulk,Action,17.95
2028,Silent Hill: Homecoming,Action,17.95
2029,TNA iMPACT!,Sports,12.95
2030,The Incredible Hulk,Action,16.95
2031,Kung Fu Panda,Action,19.95
2032,Dark Sector,Action,13.95
2033,Tales of Symphonia: Dawn of the New World,Role-Playing (RPG),24.95
2034,Valkyrie Profile: Covenant of the Plume,"Role-Playing (RPG),Strategy",24.95
2035,Spider-Man: Web of Shadows,Action,24.95
2036,TV Show King,Strategy,17.95
2037,AC/DC Live: Rock Band - Track Pack,"Action,Simulation",14.95
2038,The Chronicles of Narnia: Prince Caspian,Role-Playing (RPG),10.95
2039,Hot Shots Golf: Open Tee 2,Sports,14.95
2040,AC/DC Live: Rock Band - Track Pack,"Action,Simulation",14.95
2041,Harvest Moon: Magical Melody,"Role-Playing (RPG),Simulation",23.95
2042,Dynasty Warriors 6,"Action,Strategy",24.95
2043,Order Up!,"Action,Simulation",17.95
2044,NBA Ballers: Chosen One,Sports,9.95
2045,Age of Empires: Mythologies,Strategy,17.95
2046,LocoRoco 2,"Action,Strategy",11.95
2047,Star Ocean: First Departure,"Action,Role-Playing (RPG)",17.95
2048,Lost: Via Domus,"Action,Adventure",16.95
2049,Tetris Party,Strategy,24.95
2050,Bully: Scholarship Edition,"Action,Adventure",17.95
2051,The Spiderwick Chronicles,"Action,Adventure",16.95
2052,Dynasty Warriors 6,"Action,Strategy",24.95
2053,Facebreaker,Sports,12.95
2054,Ninja Gaiden: Dragon Sword,Action,12.95
2055,Condemned 2: Bloodshot,"Action,Adventure",14.95
2056,Silent Hill: Homecoming,Action,17.95
2057,Command & Conquer: Red Alert 3,Strategy,14.95
2058,Viking: Battle for Asgard,Action,14.95
2059,Beijing 2008,Sports,14.95
2060,Don King Presents: Prizefighter,Sports,14.95
2061,Bomberman,"Action,Strategy",12.95
2062,Ferrari Challenge Trofeo Pirelli,Racing / Driving,17.95
2063,Command & Conquer 3: Kane's Wrath,Strategy,17.95
2064,Lost: Via Domus,"Action,Adventure",17.95
2065,NHL 2K9 ,Sports,14.95
2066,Eternal Sonata,Role-Playing (RPG),24.95
2067,Viva Pi$?ata: Trouble in Paradise,"Racing / Driving,Simulation,Strategy",17.95
2068,FlatOut: Head On,"Racing / Driving,Sports",9.95
2069,Viking: Battle for Asgard,Action,16.95
2070,Neopets Puzzle Adventure,"Role-Playing (RPG),Strategy",14.95
2071,TNA iMPACT!,Sports,14.95
2072,Tomb Raider: Underworld,Action,17.95
2073,The Club,Action,14.95
2074,The Chronicles of Narnia: Prince Caspian,"Action,Role-Playing (RPG)",14.95
2075,Cabela's Dangerous Hunts 2009,Sports,19.95
2076,Dark Messiah of Might and Magic: Elements,"Action,Role-Playing (RPG)",17.95
2077,Fracture,Action,14.95
2078,Bomberman Land,Action,19.95
